timestamp,src_ip,dst_ip,error,status
2026-06-07 20:24:48.744216,192.168.1.8,35.237.69.59,32890.4140625,THREAT
2026-06-07 20:24:48.748338,35.237.69.59,192.168.1.8,630.9512329101562,THREAT
2026-06-07 20:24:48.753316,192.168.1.8,35.237.69.59,513.0731811523438,THREAT
2026-06-07 20:24:48.758914,192.168.1.8,35.237.69.59,16816.732421875,THREAT
2026-06-07 20:24:48.948065,20.184.175.9,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.974562,35.237.69.59,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.985231,35.237.69.59,192.168.1.8,1315.804931640625,THREAT
2026-06-07 20:24:48.994114,192.168.1.8,35.237.69.59,207.4141082763672,THREAT
2026-06-07 20:24:49.010807,35.237.69.59,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:49.018123,35.237.69.59,192.168.1.8,1315.804931640625,THREAT
2026-06-07 20:24:49.071716,192.168.1.8,35.237.69.59,77.50401306152344,THREAT
2026-06-07 20:24:49.305128,35.237.69.59,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:49.484825,20.184.175.9,192.168.1.8,6111.853515625,THREAT
2026-06-07 20:24:49.488792,192.168.1.8,20.184.175.9,77.50401306152344,THREAT
2026-06-07 20:24:49.492811,192.168.1.8,20.184.175.9,6234.41455078125,THREAT
2026-06-07 20:24:49.500326,192.168.1.8,20.184.175.9,51153.4140625,THREAT
2026-06-07 20:24:49.763607,20.184.175.9,192.168.1.8,263.0971984863281,THREAT
2026-06-07 20:24:49.769314,20.184.175.9,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:49.781950,192.168.1.8,20.184.175.9,77.50401306152344,THREAT
2026-06-07 20:24:49.786417,20.184.175.9,192.168.1.8,6111.853515625,THREAT
2026-06-07 20:24:49.798503,192.168.1.8,20.184.175.9,77.50401306152344,THREAT
2026-06-07 20:24:49.817301,192.168.1.8,20.184.175.9,6234.41455078125,THREAT
2026-06-07 20:24:49.832057,192.168.1.8,20.184.175.9,51153.4140625,THREAT
2026-06-07 20:24:49.836521,192.168.1.8,20.44.10.122,744.3170776367188,THREAT
2026-06-07 20:24:49.847502,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:49.852664,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:49.866186,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:49.881408,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:49.886426,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:49.903369,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:49.920270,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:49.930455,192.168.1.8,20.44.10.122,51570.29296875,THREAT
